金银大厦附近中国工商银行自助服务区(浙江分行营业部本级地铁潟湖文化广场站)	3348659.7783798766	516504.6012032697	135
商城北路与站通路交叉口偏东北邮电工会	3338726.7198240114	527691.4959712973	3520
红街公寓附近杭州火车东站地铁站B口	3352820.247862593	520855.0634356401	1145
鸿宁路南侧大道	3345320.0081911436	523790.1666039068	555
天阳九筑西面格畈北4排31号楼	3356168.0167203774	524675.9981321738	2670
上城区综合行政执法局闸弄口中队附近天杭实验学院	3349798.210328863	517475.04819270916	1745
从明石路与草庄路交叉口沿着草庄路向西走200米左右左转滨江·金色黎明2期(北门)进入内部道路左转顺道走30米左右滨江·金色黎明2期9幢	3354524.306834852	520649.77776095405	1165
迎春路东北方向金色年华专营店	3350765.4611258092	554626.7778283773	1320
六和路365号和田上城17号	3340550.844384854	513644.7488217825	4570
白石路318灯塔发大厦	3355571.3321731426	515040.83134565945	855
万向路附近千岛湖度假酒店大堂	3270853.3302943623	414258.0571927706	55
新城大楼内农行钱江新城支行	3347313.849148483	518910.89437922207	335
临实平验小学嘉文校区附近兰惠家园8号楼	3350908.8863217137	508690.0317434787	4725
虎山路与依山路交叉口西南150米小区4号楼	3360325.3169068373	519871.5862693341	815
马市街东侧马市街鑫元图文广告	3323339.7795786546	472765.6887322773	3560
杭州天翔机电有양限公司对面义桥镇政府楼	3328215.206517769	519748.1858251156	4850
国庆日杂副食品店北侧浙江理工大学继续教育学院学生公寓(10号大街)	3354084.2112377123	533079.4569521437	530
萧山剧院西面萧山停车场	3340335.7942092083	524644.9301606136	3860
新东方国际西北角南苑幼儿园	3363219.8184540863	523129.81392009935	685
岩创线西方北苑南大门	3355651.3100124663	542436.5657500564	4640
杭州全民健身中心东南侧绿园	3345782.919563485	518171.3016742586	4100
华鑫汽车养护中心东北南向方苑15幢	3348841.663309168	493892.6199116999	3735
文明路814-815号附近丰瑞西1号门	3343239.784281829	523530.14341598743	480
城星路南边瑞晶国际商务中心地下停车点(出入口)	3320339.216605486	475700.1282882896	1275
钱塘名都1期旁小区2号楼	3348217.156376188	515275.2377655839	3555
杭州索菲亚大酒店公寓邻近宾悦酒店中河南路	3346833.151926725	516002.5783969096	2370
环站南路新风小区新合家苑-17	3352758.800436653	520247.2852479502	4250
西兴古镇旁边的云厦连园小区下面的连园商铺17号就是这个药房	3340690.300181649	521250.7169114179	1385
江晖南路东侧气象观察院门	3353716.667137219	520193.2871554633	3155
阳澄湖大闸蟹(萧山店附近东信莱茵园6幢	3341015.500269043	525286.6576078044	2835
长乐社区卫生服务站附近养老服务中心	3355593.4216146204	526068.7297823475	100
联合一百(姐弟超市店)附近东方文化园鱼羊鲜	3331656.655519618	518565.776936865	1575
田园牧歌麓云苑内绿城西子9幢	3359016.5774258575	518864.4544602636	2130
吴越人家南区东边大学美食街	3347323.7031534384	515490.7610767489	4385
尹家坝对面中国工行	3350756.5991998436	493828.96341158834	2310
夹城巷和湖墅南路交叉口东南向小区-5	3352253.6815181794	514575.1731999454	3875
候潮路8-3金都3栋	3344948.0686269123	516071.4184094155	120
里街南侧230米左右中国美院象山中心校区-美术教育系	3338095.399711904	506793.72370151425	420
留和路东面家苑住宅区	3347301.0381115954	504746.8239406402	4470
永溪线与金星路交叉口道路	3339838.0259293383	557467.2968539207	425
中杭路东侧新青年停车(出入口)	3297355.5504743373	469953.6537994408	2790
上仓路南侧保亿丽景山松果小区	3323481.0807707277	521627.8192028775	430
江汉社区爱心驿家东南角江一公园停车处	3342710.2417332316	519261.872257119	1520
民安苑东边水澄花园北苑地下泊车场	3343139.489551032	514870.5304314312	3280
森凯美家正南黄山整体橱柜秋涛北路店	3331778.070633647	402958.6370249116	1760
皮市巷东面马市街北区西3出口	3351518.633355523	499845.39847543	4215
玲珑家园西北处展示中心	3304878.105038085	448650.8192965448	2740
马塍路2-1号浙江广播电视集团	3351294.6285740384	513585.05037849105	3720
钱塘江北岸6栋	3350787.304664373	516872.68272439524	4605
博奥路南杭州国际博览心中A号楼	3343543.9951985814	521303.1476834605	4410
杭州天翔机电有限公司对面人民政府	3341255.382681646	538800.250415231	915
学院路到文二路交叉口西南方向枫华府第东3门	3349770.6497501177	516400.44294599874	4880
花蒋路与瑞和巷路口往西走到头路南边就是杭州万向职业技术学院1号校区东北门	3348685.3069157423	506841.02898920263	315
雅兰公寓西边西苑社区居务监督委员会	3350641.7495049248	517351.18253745383	3960
吴山路朝东中医院	3339144.5290327645	534203.5112109544	2450
思鑫坊附近女卫生间龙翔服饰城	3317010.481123932	518148.1313583804	3010
东新河绿道东5幢	3352482.637587207	520864.1179991794	2665
杭州陨宝馆度假别墅(黄龙洞分店)对面公安局交警支队北山中队	3369041.2677421956	528913.6611568482	1560
元翔面馆西北方向杭州市第一人民医院吴山病院区-1号楼	3351236.261719966	516517.8008979172	4480
崇文街北方贤府1幢	3347909.2927941023	472824.46950460266	875
明月桥公园西北方向东望府10号楼	3352485.689197747	520811.2890353491	1750
余杭塘路与嘉州路交叉口附近浙江省外事侨务办公室(余杭塘路)	3353793.5589521886	512016.19456222124	1030
仁和路与平海路交叉口东南方地上停车点	3348256.6070458596	515738.4154906772	2710
河东路与新市街交叉口东北方向朝晖街1道、老人公寓新市街	3351675.9379091444	515338.37930878	605
丰潭路东海蓝国际地下停车场(出入口)	3294270.133447121	454365.53100691043	4210
萧然南路南向民族团结	3338168.6352810785	525243.3261772715	2890
留石高架路与石祥路交叉口西南方向50米停车点（出入口）	3345016.019853907	471183.6408149103	4010
裕园弄和3号大街交叉口往东走直到那个环路上往南边走一点就是小区东北边门进去左手边就是8幢	3318161.6715503912	523914.6793063575	3030
清泰街与环城东路交叉路口东偏南220米小区西北2门	3341325.9660959286	515689.4734685312	3470
杭州蚂蚁家有限公司南面新苑13栋	3349785.255705656	509838.3195891015	2140
金汇大厦南面百盛今座	3351581.686206865	512629.1397711277	4060
禹荷路地铁站A口步行450米花苑16栋	3368449.030997411	526786.1581216464	705
从云锦路与丰源街交叉路口红绿灯处向东北走大概210米就能看见广宇锦绣桃源小区了找到东南门就可以了	3359186.4465109995	516780.60546574986	2500
河西中路东方小学学校	3348416.607269649	517841.0229832034	4710
九衡公寓旁边那叫那个北秀蓝湾小区的它里面的第7号楼	3362279.6851773863	502915.5206991101	490
老鹰画室银湖校区旁边受降镇路镇文化研究所	3365571.691043834	529115.9295915525	2975
古墩路与灯】彩街交叉1口西北角寓6号楼	3356925.6490715574	508856.39027013956	4000
云裳街直与民丰路交叉口附近步步高商务大楼停车位	3356929.26693016	497831.6798333975	2555
9号大街西侧育英职业技术网球场	3358649.7215901003	517555.6164965887	3900
丰潭路和文三西路交叉口西南方绿城物业服务丹桂公寓午夜服务中心	3351236.711116767	510817.96104066086	2980
蜀山街道卧城蜀山文化艺术团北侧杭州科技职业技术学院继教学院湘湖分院(西北门)	3338028.3718738705	523215.5219301463	1125
娃哈哈集团对面教育学院学生公寓10号大街	3352409.821707247	532791.6354625706	1785
六和路365号尚程17楼	3339834.9644803917	513207.64422353887	470
文良路水与乡北路交叉口南120米青枫墅园(西北大门)	3340724.818285048	527091.2510828816	1600
中山中路往北海2栋	3338616.8579214155	478672.9021778386	3290
光曙路往北杭育体州学校1号	3350550.2764858296	515083.6251575175	4460
政法街北侧临平职业第一高级中学东南门	3365906.261380775	530110.9670499915	3420
杭州育新高级中学对面停车处(教工里小区北)	3353786.2902657697	512035.09900387697	3795
清江路82-132号	3347417.9625220713	518420.1756602849	90
中兴社区消防工作站旁边中兴花园53号楼	3343385.1882134103	519642.5651248601	2585
都来饭店(萧然西路店)旁边国网电力服务点	3359488.140209061	522530.975203687	4445
临安农资大楼里面的党委会叫中共荣大建设公司支部委员会	3353043.791996638	513694.54572064633	2620
宏运驾校报名处对面鸿星尔克服装店(信鸿花园南区东)	3356612.186264724	507088.0581105009	2675
东新路1102-1116号北景6号	3357252.139395582	517474.64413245354	1505
浙江梅地亚宾馆旁边湖滨东坡路小区	3312741.2241611234	445385.9901350343	3075
善贤路北面灯塔发展	3277901.8994356045	467736.9321439383	3435
凤起路620号人民府政-省行政中心	3357804.9013891253	510693.6499849741	1440
金鸡路向东顺发·美哉美城(东南大门)	3345682.4675460258	524052.0228024244	4195
蜜雪冰城(西湖文化广场店)北侧中北苑(西大门)	3352034.599378346	514980.2500618939	85
6号大街北侧正泰中自科技园区2(东门)	3354167.227870136	536438.9899957272	4765
排岭南路84华号苑	3342727.485208072	527703.628789248	2915
衣锦街252号农大东南门	3345754.7688406473	473506.40860552306	3195
民爆大楼以东服务中心东北门	3340703.418758604	520610.2661522026	4310
中节能·西溪首座A1-2座附近苑小区西门	3352859.5721535934	506821.3748576333	3730
三里亭东苑北边玉福邸3栋	3353190.954223816	518836.46350369987	2015
观苑路北向大关苑路停车点	3354953.3051411076	514667.7386612337	3745
西溪路和古墩路交叉口东北向浙江大学国家大学地下车库	3350325.621692124	510420.7738762315	2385
西兴路西侧金辰"-5号	3327825.1349325594	518542.44143669767	2160
23号搭接和18号大街交叉口公司北大门	3350611.380420318	535310.1652789983	2860
建国南路与江城路交叉口往东南上海铁路局杭州笕桥料场	3358038.5325725176	521659.7433060472	1935
浙江大学内A楼	3332647.6472571106	526496.6568441736	1370
红垦路305号钢构南门	3340318.1617853097	527262.3342036878	4960
星海路与汇街贤交叉口附近佳源7幢	3363208.7927959217	516223.4093790373	3070
贤民街与尚德路交叉路口东北方向临平区图书(崇贤街道分馆)	3363129.37746429	516299.3019164742	3940
浙江兆丰机电股份股份有限公司东南方向杭萧钢构南门处	3353386.310793518	535854.14705164	2900
成家面厨对面西园-8	3362713.4132065456	486779.35340947536	3835
康良街8北餐馆	3259845.075037325	429657.79180309945	4770
紫金港路西侧停车点	3352844.252448076	506865.24070073315	985
池华街与紫萱路交叉口农贸市场	3356621.097850741	506978.921248061	4285
文二西路99号南都·银座公寓地下停车场	3353488.408961702	509757.3707525603	1260
向阳路南边动物世界	3280084.559573863	408662.6491941477	4170
浙江兆丰机电股份股份有限公司东南方向南门口	3348961.472211412	517007.6691071033	1140
太平门直街与庆春广场二号路交叉口西南方向上城图书	3349582.337132252	519508.407101782	1455
东信莱茵园东边明苑16幢	3340948.241642824	524577.6195643258	4265
灯彩街和古墩路交叉口新世纪花苑18号楼	3356587.344504134	508677.20339555905	1875
友谊路89号14幢	3357244.5205690423	507152.88567271683	3965
体育场路南侧杭州医药大楼停车库(出入口)	3349742.4229024863	515585.703284428	3995
城南路喝城西路偏西南湖明筑苑花苑3-8	3349036.1640560646	494569.05641678575	3840
博奥路东侧天苑6号楼	3341245.9826547923	522754.0472510594	3465
古墩路与文二西路交叉口花园2幢	3350750.1587631893	509127.7465022434	3400
竞舟北路189号保俶塔实验学校申花路(东门)	3353385.6347973887	505795.07693979004	300
城河街和小朱家弄交叉口新天地	3337903.051981293	525399.4311052305	3765
文菁路与翠柏路交叉口北侧产业园2门	3351943.4724569595	511210.7496448379	4320
树人街北向第二人民警察学校国际关系学院	3355426.833796953	513403.7103668737	825
嘉州路东侧溪畔花院12号楼	3352108.351497668	512519.9006299132	1045
新风路318号住宅公寓	3351048.9004205526	516600.3180109322	930
君临广场对面气象台	3365341.1965769026	528693.9245321966	2615
杭州庆春广场美居酒店东边杭州新传媒产业大厦(东门)	3349261.6822902323	519647.33073975117	3000
清泰街往北雪峰大楼	3334468.5319977524	524261.5464151637	990
经四路与纬五路交叉口东北方向190米萧山创园	3345301.831215788	544104.8581875375	4575
杭州市公安局交通警察支队非机动车管理所对面停车场(出入口)	3348013.6670926474	516481.2968908333	3785
振兴路南侧医院东北门	3317894.589202931	474265.0716068115	2905
云快充汽车充电站(杭州市钱江二苑)往西40米的瑞丰格林苑停车场	3347525.153789269	504457.7929474524	3140
龙游路68号龙凤园西大门	3348736.0361262187	515399.95494492975	3590
环站东路与和兴路西北方向150米汉堡王	3353973.9465040807	520435.7158077272	4245
元谷和睦文化创意园对面小区3号楼	3352828.6256202697	513899.3383020978	2055
临江风帆公寓正东边住宅区10幢	3348045.7525207023	482114.3924204832	95
艺湖民宿旁边杭州西湖一棵树酒店(雷峰塔店)	3345620.697925257	513314.52996168134	1840
支路二与西溪路交叉口东南150米体育停车点	3350098.0579315755	513078.7591666123	995
星光中心西南面江南大道西门子燃气灶	3342608.0817112396	519115.3279281056	3605
盛龙街与竞舟北路交叉口西南角杭州市保俶嗒实验学校申花路校区(东北门)	3355144.059533021	508688.4676702152	4755
黄龙体育中心网球馆附近公元写字楼地下停车场出口	3354197.961258282	513314.26623493864	1805
南环路4559号景江苑停车场东北	3340555.541440226	514075.5610862161	1810
大厦烟店旁边东海花园19栋	3349100.6181472987	494707.74741468875	1540
江城路500号小剪刀道路	3346262.1217740444	515959.7187641853	3700
佳丰北苑1091	3349887.3145344546	460885.8466632826	1770
丰庆路西侧都市水乡·水映苑15栋	3355821.158333324	508100.12295991636	1325
河畔居小区周围西2门	3358713.7724502757	517611.62815883965	4680
中共浙江省委党校仓前校区西边国际底下停车出口	3353942.1364028575	513092.68354869133	270
建国北路与解放路交叉口西北370米工作室	3347905.6364497007	516494.11293372174	4295
世茂天宸南边浙江大学西北门	3358094.284164435	517343.1459047338	225
莫干山路双荡弄120号室内体育馆	3257783.31348909	358306.1997375339	4585
杭州洲际酒店里面方舟国际中心(东北门)	3348219.7808602857	515296.46977478627	2340
江南大道与江陵路交叉口西北方向中财大厦(西南大门)	3344150.549226557	520190.1175002144	435
三西路333号花苑小区2-8号楼	3350257.4955803035	509182.7081031339	4830
余杭成人文化技术学校附近花园停车位	3348739.164869496	410631.4351646108	50
振宁路以南瑞南苑(西南3门)	3343828.378283041	522800.17098667443	1380
星火北路星火北路嘉禾苑	3358036.94888867	509975.9544426943	2355
文一西路南马鞍山雅苑北停车场	3337397.064202347	533599.0443907944	2345
新安公园里面新安公园卫生间	3339395.494194619	526997.3183318478	1065
河东路戏向工商银行自助服务区地铁西湖文化广场站	3365333.7158717555	519257.2842094675	1035
大桥南路西中共春江街道纪律工作委员会	3322498.3812234486	497229.25371788215	2830
文一西路与城路东交叉口东南方向500米金星村马鞍山雅苑36栋1幢	3321762.836783355	446017.67462296487	2580
复地上城西南侧华坞新苑122栋楼	3347831.4777851608	496129.5160163169	195
中国工商银行南角北区西3门	3349457.50032654	515418.0937991001	3255
永胜路偏北花苑	3345727.1496163053	518290.5146185734	4525
杭州市上城区体育中心西南边停车点	3348727.240677377	521012.03930368955	1115
赭山港路东侧兰慧小区南门	3365570.1425269656	529292.4025224553	4845
杭州市萧山区市场监督管理局对面人民银行萧山支行(东北门)	3340545.522811856	524519.9757506398	3355
市心中路958号萧山停车场	3341189.736433044	525271.9910074561	3680
杭州市钱江苑幼儿园庆春园区周围停车库	3352960.089860962	506665.0325450361	3040
龙山路与依山路交叉口西南方向140米东北正1门	3337260.321476786	507639.58927421947	3970
人社社保服务窗口(濮家联合社区服务中心)往西濮家新村38栋	3350906.578165733	518823.2007628435	4365
涌金饭店西南方向中国美术学校学术报告厅	3372134.2099186424	529307.1307107403	3085
九乔街南方家园5栋	3351991.4216301497	515776.3866339653	4875
清江路256号东边上城区城市管理局地上停车场(出入口)	3348636.722578915	464625.35343967756	3990
黄龙路与曙光路交叉路口东北130米体育学校停车处	3349943.493510067	513790.80504167604	2070
红石广场对面河上镇中心小学校	3362165.0228895964	528875.6109497828	445
拱新路东北侧建德市干部特爱工作室	3262009.235000826	429757.4315051349	1585
新康路58-1号光德1号楼	3340112.2876099017	526154.4803073404	1270
杭州市现代农业综合服务中心旁边仓前农业资料公司	3346603.868166842	519230.6263478378	2485
杭州大厦旁边YONEX专卖地	3351560.703977486	515414.01072901004	4855
萧西路南停车场皮肤病医院北	3340472.1218815176	523722.48532317975	835
思敬广场西北方向水乡人家小区5号楼	3358291.800548727	525987.5021419656	2660
阳光城·檀映里西北角产业园	3352737.2408196377	517876.6908149958	2855
天虹街与紫荆花北路交叉口西南方向望月公寓桃花园1幢	3354642.3205445926	508043.8335528511	2700
前锦达到与吴越街岔路口吴越小区70-B	3345181.4778697463	474807.963220975	3495
美术馆街南侧雕塑工作室	3346411.225206771	515155.2807019874	3985
西溪路东面体育停车点	3351047.550253046	512395.620779861	520
春雀街南侧汀澜小区10幢	3355236.9115654766	508801.09583179496	1815
教工路27号杭芝机电东2门	3339402.882139323	527406.0483962375	140
浙江金融职业学院对面桃李苑7幢	3341478.4180963715	519410.5741670129	4930
省府路小学秋水苑校区西边莲花苑4号楼	3366098.1484496347	529792.6584012711	4915
杭州市文渊小(新城校区)对面运河之星4栋	3361262.3161196	512430.38992144604	2640
津东路和18号大街交叉口西南方向有限公司（北大门）	3350597.7233052035	533760.9060885207	115
盛奥铭南边西溪C座	3351765.6719550057	503022.8029862832	4185
保健路邱与山大街交叉口附近九旺	3368399.7900005393	528798.9424271763	1345
江南大道1090号中南购物中心F3层女洗手间	3341324.5613002344	517520.2804392704	3125
保俶北路95号附近浙大小区东南停车处	3352822.3669829387	512702.06429448095	3480
东方金座旁边东方金座停车位	3347769.424070175	516439.3047052109	4865
文二西路与紫荆花路交叉路口东北方向桂花西边门	3351451.7569286106	508599.9250011684	280
塘河二弄与塘河支路交叉口东北方向社区12	3343541.960400061	519488.139212851	3635
金成花园北面雅士苑	3351536.612153668	509554.369235909	880
德力西大厦东南角德力西大厦地下停车位	3347733.338955091	472246.97517054284	1910
古墩路西边苑寓公东7栋	3352107.2374417298	509639.07119704684	4180
体育场路北侧(南大门	3350122.139189176	515354.3767574007	1735
杭州周道中医诊所旁边停车场都市水乡·水秀苑(东南入口	3324494.051944918	524446.8094327269	4910
讯捷通信旁边黎民八区6号楼	3355431.5072785923	520842.56697620585	2265
六号大街与二十五号大街东北方向管家店商业街	3353663.6149806785	536775.4795169965	4530
水博园道谷酒店·望湖餐厅西南方向豪华酒店	3348904.527650407	516684.7096583805	1550
杭州福兴丝绸正南方向格畈家园北4排31号楼	3355691.4281498576	523466.3962088159	1240
闲林东路北边闲湖城·黄龙饭店地下停车	3345693.0329435007	497952.4084318439	2735
莫干山路到西溪河下路交叉口文一路华海园公寓9号楼	3351948.530063051	513661.75143981294	2955
首开提案青里旁边首开·望宸5号	3359105.8367878296	519575.6265790977	4395
丹枫路北侧旅行社	3311730.6534630493	454245.3089830973	2390
老碓溪景区西边凤凰谷景点	3348551.7145031868	408350.34817104455	2970
崇杭街与向阳路交叉路口南60米住宅区西区11号楼	3350949.900476853	517349.8993109583	4340
浙江康复医院观音塘院区西边小区13号楼	3347809.9701252645	518463.5910684122	1710
立业路向西华盛达(西北门)	3341879.0633674846	517859.77150886285	4580
长生路南边华侨饭店停车点	3348780.8549459805	515410.1199908534	1995
徐家斗98号仁和街道社区服务中心葛墩服务处	3369543.8785502943	510647.86651419144	2110
妇产科医院 协作医院东南角建银中心停车点	3324781.1463195425	512377.144514551	4355
广和街南侧东海花园19幢	3365941.1523298076	529708.85833038	1450
风情大道与跨月路交叉口西200米萧山湖头陈花苑	3270146.707488838	450940.26451608335	3950
晴川街与崇义路交叉口向西约80米晴川大厦东停车场	3351486.994388568	505768.9227168921	1980
府新花园南边西溪66	3352005.8483884786	508318.06853913766	945
香积寺东路27号鼎尊国际练歌房	3353939.91796129	516489.01315309346	3505
建国南路右侧城站路	3354115.398307525	508958.99788211205	4970
潘水路22号北潘水苑3号楼	3337257.7898072386	525868.4201851145	2190
益乐路97号附近世纪新城(东3门	3351378.2186135966	510484.73996855615	1070
